eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
NEW:H:teknikbyggarna,SE:U20,SE,U20,,Teknikbyggarna,Investor,Investor,Investiert als Miteigentümer in den regionalen Handel mit gebrauchten Baustoffen.,kern,https://teknikbyggarna.se/hallbarhet/,False,1,https://teknikbyggarna.se/hallbarhet/,"Vi är stolta delägare i ByggHubben, ett företag som främjar återbruk inom byggbranschen.",Investor,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:723,NL:S03,NL,S03,,Ter Velde & Den Besten,Bauteilinventarisierung / Digitale Bestandserfassung,Bauteilinventarisierung | Digitale Bestandserfassung,Erfasst Circl per 3D-Scan und erstellt daraus die Bauteil-Ernteliste.,bezug,https://www.aannemervak.nl/bouwpraktijk/bouwtrends/circulaire-aanpak-bewijst-kracht-80-materialen-krijgt-tweede-leven/,False,1,https://www.aannemervak.nl/bouwpraktijk/bouwtrends/circulaire-aanpak-bewijst-kracht-80-materialen-krijgt-tweede-leven/,Voorafgaand aan de demontage maakt ingenieursbureau Ter Velde & Den Besten uit Hattemerbroek een 3D-scan.,Bauteilinventarisierung | Digitale Bestandserfassung,2026-08-13,,True
NEW:H:textifloor,FR:M70,FR,M70,,TEXTIFLOOR,Bauteilhandel,Bauteilhandel,Berät zur Auswahl und liefert gebrauchte Teppich- und PVC-Bodenbeläge.,kern,https://www.upcyfloor.fr/,False,1,https://www.upcyfloor.fr/,Upcyfloor vous propose un large choix de moquette ou de PVC en réemploi,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5225,GB:U58,GB,U58,,TFT Consultants,Reuse-Beratung / Reuse-Planung / Umweltbewertung,Reuse-Beratung | Reuse-Planung | Umweltbewertung,Berät Bauprojekte zu Wiederverwendung und bewertet Material- und Kohlenstoffwirkungen.,kern,https://www.tftconsultants.com/services/circular-economy,False,1,https://www.tftconsultants.com/services/circular-economy,We support clients ... apply circular economy principles from concept and design through construction.,Reuse-Beratung | Reuse-Planung | Umweltbewertung,2026-08-13,,True
NEW:H:theantiqueoakflooringcompany,GB:M23,GB,M23,,The Antique Oak Flooring Company,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://reclaimedflooring.co.uk/about-us/,False,1,https://reclaimedflooring.co.uk/about-us/,a family-run business with Cornish heritage and almost a working lifetime steeped in the reclamation and re-use of antique and reclaimed flooring,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:thearchitecturalforum,GB:M24,GB,M24,,The Architectural Forum,Bergung,Bergung,Direkt belegt im baulichen Reuse-Kontext: Bergung.,kern,https://www.thearchitecturalforum.com/pages/about-us,False,1,https://www.thearchitecturalforum.com/pages/about-us,"We are very conscious of the importance of reclaiming and salvaging, and the positive impact on our global resources and environment.",Bergung,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:thebuiltenvironmenttrust,GB:U59,GB,U59,,The Built Environment Trust,Pilotierung,Pilotierung,Erprobte mit Projektpartnern die Anwendung zirkulärer Prinzipien im Hochbau.,bezug,https://www.steelconstruction.info/Circular_building,True,1,https://www.steelconstruction.info/Circular_building,"Arup, The Built Environment Trust, Frener & Reifer and BAM teamed up to discover how we might apply circular economy principles to the design and construction of buildings.",Pilotierung,2026-08-13,,True
NEW:H:theengineersreusecollective,GB:U60,GB,U60,,The Engineers Reuse Collective (TERC),Netzwerkkoordination,Netzwerkkoordination,Direkt belegt im baulichen Reuse-Kontext: Netzwerkkoordination.,kern,https://terc.org.uk/,False,1,https://terc.org.uk/,"a not-for-profit group of practising engineers championing, accelerating and delivering reuse in the built environment",Netzwerkkoordination,2026-08-13,,True
NEW:H:theoldslateyard,GB:M25,GB,M25,,The Old Slate Yard,Bauteilhandel,Bauteilhandel,Verkauft gebrauchte Ziegel und weitere historische Baustoffe.,kern,https://theoldslateyard.co.uk/,False,1,https://theoldslateyard.co.uk/,"The Old Slate Yard, Builders Merchant reclaimed bricks",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:thereclaimedcompany,GB:M26,GB,M26,,The Reclaimed Company,Bauteilhandel,Bauteilhandel,Kauft und verkauft gebrauchte Baustoffe und historische Bauteile.,kern,https://shop.thereclaimedcompany.co.uk/home/about-us/reclaimed-materials/,False,1,https://shop.thereclaimedcompany.co.uk/home/about-us/reclaimed-materials/,"Buy, sell and discover reclaimed building materials, architectural salvage and one-off pieces with genuine history, character and practical value.",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:tobb,NO:U13,NO,U13,,TOBB,Gebäudeeigentum,Gebäudeeigentum,Stellt eigene Gebäude für die Erfassung wiederverwendbarer Bauteile bereit.,bezug,https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/,False,1,https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/,"deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF",Gebäudeeigentum,2026-08-13,,True
NEW:toitdeparis,FR:M72,FR,M72,,Toit de Paris,Bauteilhandel,Bauteilhandel,Sortiert Dachbauteile und fertigt daraus Bauelemente und Gestaltungsprodukte.,kern,https://en.toitdeparis.com/reemploi,False,1,https://en.toitdeparis.com/reemploi,"Toit de Paris collecte, trie et transforme les matériaux selon un protocole rigoureux, garantissant leur traçabilité, leur qualité et leur durabilité.",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6628,DE:U46,DE,U46,,TOMAS,Projektentwicklung / Bestandsentwicklung / Umnutzungsplanung,Projektentwicklung | Bestandsentwicklung | Umnutzungsplanung,Entwickelt neue Nutzungen für leer stehende Gebäude und erhält deren Bestand.,bezug,https://kontextur.info/project/tomas,False,1,https://kontextur.info/project/tomas,we also offer the transformation process for underrated buildings and circular construction as a service for others,Projektentwicklung | Bestandsentwicklung | Umnutzungsplanung,2026-08-13,,True
NEW:H:tonnermateriauxanciens,FR:M73,FR,M73,,Tonner Matériaux Anciens,Bauteilhandel,Bauteilhandel,"Verkauft historische Steinbauteile, Kamine, Böden und Gusseisenelemente.",kern,https://www.tonner-materiaux-anciens.fr/,False,1,https://www.tonner-materiaux-anciens.fr/,Antiquités du Bâtiment - Décorations anciennes en pierre,Bauteilhandel,2026-08-13,,True
NEW:H:tracimat,BE:N09,BE,N09,,Tracimat vzw,Qualitätssicherung,Qualitätssicherung,Überwacht selektiven Rückbau und verfolgt Materialien bis zum ersten Verarbeiter.,kern,https://www.tracimat.be/over-ons/,False,1,https://www.tracimat.be/over-ons/,materialen uit sloop en renovatie zo zuiver mogelijk vrijkomen. Zo kunnen ze maximaal en op hoogwaardige wijze worden hergebruikt of gerecycleerd.,Qualitätssicherung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:718,NL:U53,NL,U53,,TRAJECT,Reuse-Beratung,Reuse-Beratung,Berät zu Rücknahme und langfristiger Aufwertung von Bauprodukten.,kern,https://traject.com/expertises/circulariteit/,False,1,https://traject.com/expertises/circulariteit/,permanente betrokkenheid van leveranciers ten behoeve van terugname en langdurige upgrade van hun producten,Reuse-Beratung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5009,FR:O05,FR,O05,,Travail & Vie,Selektiver Rückbau,Selektiver Rückbau,"Demontiert, bereitet Bauteile auf und organisiert ihre Wiederverwendungslogistik.",kern,https://www.travailetvie.org/batiment,False,1,https://www.travailetvie.org/batiment,Dépose sélective & logistique réemploi,Selektiver Rückbau,2026-08-13,,True
NEW:H:trondheimkommune,NO:I03,NO,I03,,Trondheim kommune,Methodenentwicklung / Richtlinienentwicklung,Methodenentwicklung | Richtlinienentwicklung,Entwickelt einen Leitfaden zur Wiederverwendung tragender Konstruktionen.,kern,https://www.trondheim.kommune.no/tema/klima-miljo-og-naring/miljo/gjenom-veileder/,False,1,https://www.trondheim.kommune.no/tema/klima-miljo-og-naring/miljo/gjenom-veileder/,"GjenOm Veileder - for gjenbruk av bærende konstruksjoner, skal hjelpe bygningseiere med å vurdere ombruk, tekniske vurderinger og klimatiltak",Methodenentwicklung | Richtlinienentwicklung,2026-08-13,,True
NEW:H:trostcarrelagesanciens,FR:M74,FR,M74,,Trost Carrelages Anciens,Bauteilhandel,Bauteilhandel,"Sortiert, liefert und verkauft historische Bauprodukte für eine erneute Nutzung.",kern,http://www.materiaux-anciens49.com/,False,1,http://www.materiaux-anciens49.com/,André Trost est spécialisé dans l'achat et la vente de carrelage et matériaux anciens à Juigné-sur-Loire près d'Angers dans le Maine-et-Loire (49).,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5754,DK:U33,DK,U33,,Tscherning,Selektiver Rückbau,Selektiver Rückbau,"Demontiert und birgt Bauteile so, dass Qualität und Festigkeit erhalten bleiben.",bezug,https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/,False,1,https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/,"For entreprenoeren Tscherning har udfordringen vaeret, at man normalt kan nedrive meget med maskine",Selektiver Rückbau,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5066,CH:U40,CH,U40,,Tschudin Rückbau und Demontagen GmbH,Bauteilhandel,Bauteilhandel,Lieferte wiederverwendete Bauteile für die Aufstockung Grubenstrasse 29.,bezug,https://zirkular.net/de/projekt/grubenstrasse-29/,False,1,https://zirkular.net/de/projekt/grubenstrasse-29/,Material Suppliers (Wiederverwendete Bauteile): Tschudin Rückbau und Demontagen GmbH,Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5582,DE:F13,DE,F13,,TU Berlin Fachgebiet Bauphysik und Baukonstruktionen,Angewandte Forschung / Lehre,Angewandte Forschung | Lehre,Entwickelte das Reuse-Gebäude mit und band Studierende in Lehrbaustellen ein.,bezug,https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung,False,1,https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung,The building was developed in partnership with the Chair of Building Physics and Building Constructions at TU Berlin. Trainees and students were also included in the process to help design experimental teaching sites within the construction.,Angewandte Forschung | Lehre,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4826,GB:F02,GB,F02,,UCL Circular Economy Lab,Angewandte Forschung,Angewandte Forschung,Direkt belegt im baulichen Reuse-Kontext: Angewandte Forschung.,kern,https://www.ucl.ac.uk/circular-economy-lab/,False,1,https://www.ucl.ac.uk/circular-economy-lab/,"aiming to use UCL's expertise to improve the design of buildings and products, their re-use and recycling, and the return of their constituent materials back to the economy",Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4827,GB:U61,GB,U61,,UK CLT,Fertigung mit Reuse-Material,Fertigung mit Reuse-Material,Direkt belegt im baulichen Reuse-Kontext: Fertigung mit Reuse-Material.,kern,https://ukclt.com/,False,1,https://ukclt.com/,UKCLT is a research and development led company that localises the manufacture of cross-laminated timber and glulam using high quality recovered wood.,Fertigung mit Reuse-Material,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:umeakommun,SE:I04,SE,I04,,Umeå kommun,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.umea.se/byggaboochmiljo/avfallochatervinning/returbutiken/byggaterbruket.4.4534ba1a19047e88404fb4b.html,False,1,https://www.umea.se/byggaboochmiljo/avfallochatervinning/returbutiken/byggaterbruket.4.4534ba1a19047e88404fb4b.html,Byggåterbruket drivs av Umeå kommun i samarbete med ABC Ekonomisk förening,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6299,GB:F03,GB,F03,,University of Brighton,Gebäudebetrieb,Gebäudebetrieb,Direkt belegt im baulichen Reuse-Kontext: Gebäudebetrieb.,bezug,https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx,False,1,https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx,a building in continuous use at the University of Brighton as a space for eco-design thinking and experimentation,Gebäudebetrieb,2026-08-13,,True
NEW:H:universityofeastanglia,GB:F04,GB,F04,,University of East Anglia,Bauherrschaft,Bauherrschaft,Beauftragt und nutzt ein Gebäude mit Bauteilen aus dem eigenen Chemielabor.,bezug,https://www.uea.ac.uk/about/news/article/east-anglia-to-the-core-celebrating-10-years-of-ueas-hairy-building,True,1,https://www.uea.ac.uk/about/news/article/east-anglia-to-the-core-celebrating-10-years-of-ueas-hairy-building,reclaimed materials within the building including the African Iroko benches from an old university chemistry lab,Bauherrschaft,2026-08-13,,True
NEW:unternehmerverbandhistorischebaustoffe,DE:N06,DE,N06,,Unternehmerverband Historische Baustoffe e.V. (UHB),Wissensvermittlung / Branchenverband,Wissensvermittlung | Branchenverband,Vernetzt Händler und vermittelt Wissen zum Reuse historischer Baustoffe.,kern,https://www.historische-baustoffe.de/en/the-uhb/about-uhb/,False,1,https://www.historische-baustoffe.de/en/the-uhb/about-uhb/,An association of dealers of historical building materials in Germany.,Wissensvermittlung | Branchenverband,2026-08-13,,True
NEW:H:upcyclingforum,DK:S03,DK,S03,,UpcyclingForum,Bauteilinventarisierung,Bauteilinventarisierung,Erfasst Bauteile digital und vermittelt sie über eine gemeinsame Plattform.,kern,https://www.upcyclingforum.dk/,False,1,https://www.upcyclingforum.dk/,"Kortlæg materialer, dokumentér CO₂-reduktioner og del på tværs af kommunegrænser og virksomheder.",Bauteilinventarisierung,2026-08-13,,True
NEW:H:upcylight,FR:M75,FR,M75,,Upcylight,Funktionsprüfung,Funktionsprüfung,"Nimmt LED-Leuchten zurück, prüft sie und bereitet sie für erneute Nutzung auf.",kern,https://www.upcylight.com/,False,1,https://www.upcylight.com/,Notre mission est de prolonger la durée de vie des luminaires LED en les reconditionnant afin de leur donner une seconde vie.,Funktionsprüfung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5503,FI:I02,FI,I02,,Urban Environment Division / City of Helsinki,Programmmanagement / Öffentliche Beschaffung / Reuse-Strategie,Programmmanagement | Öffentliche Beschaffung | Reuse-Strategie,Verankert Bauteilwiederverwendung in Piloten und künftigen Bauanforderungen.,kern,https://kestavyys.hel.fi/talous/vastuulliset-hankinnat-ja-kiertotalous/,False,1,https://kestavyys.hel.fi/talous/vastuulliset-hankinnat-ja-kiertotalous/,"Kaupunkiympäristön toimialalla toteutetaan erilaisia kiertotalouden pilottihankkeita, joissa panostetaan muun muassa rakennusosien ja irtaimiston uudelleenkäyttöön.",Programmmanagement | Öffentliche Beschaffung | Reuse-Strategie,2026-08-13,,True
NEW:urbanminers,GB:U62,GB,U62,,Urban Miners,Demontage / Bauteilhandel,Demontage | Bauteilhandel,"Direkt belegt im baulichen Reuse-Kontext: Demontage, Bauteilhandel.",kern,https://www.urban-miners.co.uk/,False,1,https://www.urban-miners.co.uk/,Reclamation and supply of reused products and materials for construction and fit-out,Demontage | Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6493,DE:S03,DE,S03,,Urban Mining Index,Potenzialbewertung / Wirtschaftlichkeitsbewertung / Methodenentwicklung,Potenzialbewertung | Wirtschaftlichkeitsbewertung | Methodenentwicklung,"Bewertet Rückbau, Restwert und Reuse-Potenzial von Baukonstruktionen quantitativ.",kern,https://urban-mining-index.de,False,1,https://urban-mining-index.de,Der Urban Mining Index ist eine Systematik zur quantitativen Bewertung der Kreislaufpotenziale von Baukonstruktionen in der Neubauplanung.,Potenzialbewertung | Wirtschaftlichkeitsbewertung | Methodenentwicklung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6434,DE:U47,DE,U47,,Urselmann Interior,Innenarchitektur / Reuse-Planung / Fertigung mit Reuse-Material,Innenarchitektur | Reuse-Planung | Fertigung mit Reuse-Material,Plant und fertigt Innenausbau mit geernteten und bereits gebrauchten Bauteilen.,kern,https://urselmann-interior.de/,False,1,https://www.urselmann-interior.de/zirkul%C3%A4res-handwerk,ReUse first ... wiedergewonnenes Holz ... geerntete Marmorplatten.,Innenarchitektur | Reuse-Planung | Fertigung mit Reuse-Material,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39546,CH:M16,CH,M16,,useagain / Bauteilclick,Vermittlungsplattform,Vermittlungsplattform,"Vermittelt gebrauchte Bauteile, Materialien und Möbel über eine Plattform.",bezug,https://library-of-reuse.ch/pioneers/useagain,False,1,https://library-of-reuse.ch/pioneers/useagain,"a Swiss exchange platform for used construction elements, materials and furniture ... promotes direct exchange between various organisations, such as Bauteilbörse Basel",Vermittlungsplattform,2026-08-13,,True
NEW:vanderwalsloopwerken,NL:U56,NL,U56,,Van der Wal Sloopwerken,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.wal-sloopwerken.nl/duurzaamheid/circulair-slopen,False,1,https://www.wal-sloopwerken.nl/duurzaamheid/circulair-slopen,"handel in 2e hands bouwmaterialen, hout wordt gescheiden van het glas en gerecycled tot nieuwe producten zoals bijvoorbeeld palletkorrels",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:vandijck,BE:M37,BE,M37,,Van Dijck,Bauteilhandel,Bauteilhandel,Sägt gebrauchte Pflastersteine auf Maß und verkauft sie für neue Projekte.,kern,http://www.van-dijck.be,False,1,http://www.van-dijck.be,"pavés de réemploi entiers, recyclés ou sciés",Bauteilhandel,2026-08-13,,True
NEW:H:vanhuele,BE:M38,BE,M38,,Van Huele,Bauteilhandel,Bauteilhandel,"Lagert, verkauft und verbaut historische Baustoffe aus Abbruchvorhaben.",kern,https://www.vanhuele.be/,False,1,https://www.vanhuele.be/,Al onze oude recuperatie bouwmaterialen zijn origine en authentiek: wij verkopen uitsluitend gerecupereerde bouwmaterialen uit afbraak,Bauteilhandel,2026-08-13,,True
