"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","huerde_label","Einfachglas nicht für beheizte Hülle geeignet","huerde","no_confident_huerde_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","pruefung_label","unbekannt / Kontrollbüro indirekt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","bauteil_label","ausgehobene Erde","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","huerde_label","Materialmischung","huerde","no_confident_huerde_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__011__Radiatoren","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__011__Radiatoren","huerde_label","Altgeräteprüfung","huerde","no_confident_huerde_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__013__Paletten","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__013__Paletten","bauteil_label","Paletten","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__015__Holz_CLT_Leimholz","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__015__Holz_CLT_Leimholz","bauteil_label","Holz/CLT/Leimholz","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","bauteil_label","Stroh/Lehmputz","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","norm_recht_label","règles professionnelles paille, keine Normnummer übernommen","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","reuse_einsatz","Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","pruefung_label","NOBATEK/INEF4 constat für Holz-Stroh-Verfahren","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resource_Rows_Copenhagen__002__Reuse_Holz_Au_enbereiche","reuse_einsatz","Resource_Rows_Copenhagen__002__Reuse_Holz_Au_enbereiche","bauteil_label","Reuse-Holz / Außenbereiche","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Resource_Rows_Copenhagen.md"
"reuse_einsatz/Resource_Rows_Copenhagen__002__Reuse_Holz_Au_enbereiche","reuse_einsatz","Resource_Rows_Copenhagen__002__Reuse_Holz_Au_enbereiche","huerde_label","nicht ausreichend belegt","huerde","no_confident_huerde_match","Gebäude\Resource_Rows_Copenhagen.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","norm_recht_label","UK Building Regulations / projektspezifisch, genaue Norm unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","bauteil_label","vorhandener Stahl aus Blackfriars-Bestand","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","huerde_label","Umfang erst nach Contractor bestimmbar","huerde","no_confident_huerde_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__004__Fassade_Au_enw_nde_Bestand","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__004__Fassade_Au_enw_nde_Bestand","material_label","Mauerwerk / unbekannt","material","no_confident_material_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__005__Bestandsglas_ffnungsfenster","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__005__Bestandsglas_ffnungsfenster","huerde_label","nicht sicher als wiederverwendetes Bauteil belegt","huerde","no_confident_huerde_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__006__iQ_Nachfolge_recycelte_Materialien","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__006__iQ_Nachfolge_recycelte_Materialien","bauteil_label","iQ-Nachfolge: recycelte Materialien","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__006__iQ_Nachfolge_recycelte_Materialien","reuse_einsatz","Roots_in_the_Sky_Blackfriars_Crown_Court__006__iQ_Nachfolge_recycelte_Materialien","norm_recht_label","Southwark/GLA","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","huerde_label","Torsion/Deflection","huerde","no_confident_huerde_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","pruefung_label","RISA-3D","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__003__Purlins","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__003__Purlins","pruefung_label","RISA-3D","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","material_label","Stahlstäbe","material","no_confident_material_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","pruefung_label","RISA-3D","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__005__Tore_Bekleidung","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__005__Tore_Bekleidung","huerde_label","irreguläre Formen","huerde","no_confident_huerde_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__006__Wellstahlpaneele","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__006__Wellstahlpaneele","huerde_label","Wiederverwendungsstatus nicht belegt","huerde","no_confident_huerde_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__011__TGA","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__011__TGA","material_label","PV-Anlage","material","no_confident_material_match","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","reuse_einsatz","Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","pruefung_label","Bauadviesbureau/Volantis, Details unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__008__Br_stungen_Borstweringen","reuse_einsatz","Superlocal_Expogebouw_Bleijerheide__008__Br_stungen_Borstweringen","huerde_label","Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__006__Beton","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__006__Beton","bauteil_label","Beton","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__006__Beton","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__006__Beton","huerde_label","zählt nicht als Direct-Reuse-Bauteil","huerde","no_confident_huerde_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__006__Beton","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__006__Beton","pruefung_label","Betonprüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__007__Schuluhr","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__007__Schuluhr","bauteil_label","Schuluhr","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__007__Schuluhr","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__007__Schuluhr","huerde_label","nicht als Score-Bauteil","huerde","no_confident_huerde_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__008__Observatoriumskuppel","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__008__Observatoriumskuppel","huerde_label","eher kulturelles Objekt","huerde","no_confident_huerde_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__010__Fahrradst_nder","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__010__Fahrradst_nder","huerde_label","nicht Score-relevant","huerde","no_confident_huerde_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","material_label","Troldtekt acoustic panels neu?","material","no_confident_material_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","norm_recht_label","Nordic Swan Kontext","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/The_Green_House_Utrecht__001__Rauchglas_Fassadenpaneele","reuse_einsatz","The_Green_House_Utrecht__001__Rauchglas_Fassadenpaneele","norm_recht_label","niederländisches Baurecht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\The_Green_House_Utrecht.md"
"reuse_einsatz/The_Green_House_Utrecht__004__D_mmung_in_Holzbodenelementen","reuse_einsatz","The_Green_House_Utrecht__004__D_mmung_in_Holzbodenelementen","material_label","unbekannt, pre-used laut Q3","material","no_confident_material_match","Gebäude\The_Green_House_Utrecht.md"
"reuse_einsatz/Thoravej_29_Copenhagen__004__T_ren","reuse_einsatz","Thoravej_29_Copenhagen__004__T_ren","huerde_label","zählt nicht als Direct Reuse nach Grundregel","huerde","no_confident_huerde_match","Gebäude\Thoravej_29_Copenhagen.md"
"reuse_einsatz/Timber_Square_London__001__Wiederverwendete_Stahltr_ger","reuse_einsatz","Timber_Square_London__001__Wiederverwendete_Stahltr_ger","norm_recht_label","EN/UK steel standards unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Timber_Square_London.md"
"reuse_einsatz/Timber_Square_London__001__Wiederverwendete_Stahltr_ger","reuse_einsatz","Timber_Square_London__001__Wiederverwendete_Stahltr_ger","pruefung_label","spezifische reused-steel Prüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Timber_Square_London.md"
"reuse_einsatz/Timber_Square_London__002__Stahltr_ger_f_r_Empfangstresen","reuse_einsatz","Timber_Square_London__002__Stahltr_ger_f_r_Empfangstresen","huerde_label","zählt nicht als Tragwerk","huerde","no_confident_huerde_match","Gebäude\Timber_Square_London.md"
"reuse_einsatz/Timber_Square_London__007__Major_plant","reuse_einsatz","Timber_Square_London__007__Major_plant","material_label","TGA","material","no_confident_material_match","Gebäude\Timber_Square_London.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__001__Prim_rstruktur","reuse_einsatz","TRAE_High_Rise_Aarhus__001__Prim_rstruktur","norm_recht_label","dänische Bauvorschriften unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__003__Windturbinenfl_gel","reuse_einsatz","TRAE_High_Rise_Aarhus__003__Windturbinenfl_gel","bauteil_label","Windturbinenflügel","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","reuse_einsatz","TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","pruefung_label","Qualitätschecks erwähnt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__009__D_mmung","reuse_einsatz","TRAE_High_Rise_Aarhus__009__D_mmung","material_label","Seegras/Hanf","material","no_confident_material_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__010__T_ren_Sanit_r_Beleuchtung_TGA","reuse_einsatz","TRAE_High_Rise_Aarhus__010__T_ren_Sanit_r_Beleuchtung_TGA","material_label","teilweise alte Netto-Lampen genannt","material","no_confident_material_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/Upcycle_Studios_Copenhagen__004__Beton","reuse_einsatz","Upcycle_Studios_Copenhagen__004__Beton","bauteil_label","Beton","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Upcycle_Studios_Copenhagen.md"
"reuse_einsatz/Upcycle_Studios_Copenhagen__007__T_ren","reuse_einsatz","Upcycle_Studios_Copenhagen__007__T_ren","huerde_label","keine Belege","huerde","no_confident_huerde_match","Gebäude\Upcycle_Studios_Copenhagen.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","reuse_einsatz","Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","huerde_label","Phasierung, Schulbetrieb","huerde","no_confident_huerde_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","reuse_einsatz","Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","material_label","Stahlstruktur, weiße Laminatpaneele, Akustikdämmung, Fenster, Innentüren","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","reuse_einsatz","Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","norm_recht_label","belgisches Schul-/Baurecht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__003__Karreveld_bestehende_Treppen","reuse_einsatz","Verbiest_Karreveld_Brussels__003__Karreveld_bestehende_Treppen","material_label","Bestand","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__004__Karreveld_Toiletten","reuse_einsatz","Verbiest_Karreveld_Brussels__004__Karreveld_Toiletten","material_label","Bestand","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__005__Karreveld_technische_Sch_chte","reuse_einsatz","Verbiest_Karreveld_Brussels__005__Karreveld_technische_Sch_chte","material_label","Bestand","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__006__Verbiest_Dachfliesen","reuse_einsatz","Verbiest_Karreveld_Brussels__006__Verbiest_Dachfliesen","material_label","keramisch/unbekannt","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","reuse_einsatz","Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","norm_recht_label","belgisches Recht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__010__Verbiest_Steine","reuse_einsatz","Verbiest_Karreveld_Brussels__010__Verbiest_Steine","bauteil_label","Verbiest Steine","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__010__Verbiest_Steine","reuse_einsatz","Verbiest_Karreveld_Brussels__010__Verbiest_Steine","huerde_label","Funktion unklar","huerde","no_confident_huerde_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__010__Verbiest_Steine","reuse_einsatz","Verbiest_Karreveld_Brussels__010__Verbiest_Steine","material_label","Natur-/Mauersteine unbekannt","material","no_confident_material_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","reuse_einsatz","Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","norm_recht_label","Normnummer unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Villa_Welpeloo_Enschede.md"
"reuse_einsatz/Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","reuse_einsatz","Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","huerde_label","zählt nicht für Hauptbewertung","huerde","no_confident_huerde_match","Gebäude\Villa_Welpeloo_Enschede.md"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","huerde_label","Boktor-Risiko, Schalllecks","huerde","no_confident_huerde_match","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__006__K_chenbl_cke","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__006__K_chenbl_cke","huerde_label","technische Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","huerde_label","Zustand / Calepinage","huerde","no_confident_huerde_match","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","material_label","TGA-Komponente","material","no_confident_material_match","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
